timestamp,media_bpm,rmssd_hrv,std_spo2,es_anomalio_real
2026-06-18 21:25:01.344954,74.23521368855054,37.308678494144075,0.5971532807151039,0
2026-06-18 21:30:01.344954,78.85363435383611,36.82923312638332,0.4648794564576229,0
2026-06-18 21:35:01.344954,69.21444027497841,108.77717153869486,0.4699251088828764,1
2026-06-18 21:40:01.344954,74.44152019613684,35.68291153593769,0.4301405369644615,0
2026-06-18 21:45:01.344954,73.08883022204715,28.43359877671101,0.24126232512304507,0
2026-06-18 21:50:01.344954,69.46970611841563,32.93584439832788,0.547137099889291,0
2026-06-18 21:55:01.344954,67.91389166015455,30.938481493323543,0.7198473153382331,0
2026-06-18 22:00:01.344954,70.98400664781059,38.337641023439616,0.2862877720679815,0
2026-06-18 22:05:01.344954,69.55027773963668,38.554612948549334,0.3273509633866546,0
2026-06-18 22:10:01.344954,73.69064108255553,34.99680655040598,0.4562459375310085,0
2026-06-18 22:15:01.344954,69.29232024496771,47.26139092254469,0.4979754162893099,0
2026-06-18 22:20:01.344954,67.24030081969845,42.11272456051594,0.3168734525043467,0
2026-06-18 22:25:01.344954,72.9398861775214,28.201649380601122,0.3007720926652354,0
2026-06-18 22:30:01.344954,72.88587556141105,41.69233289997705,0.5257052421784956,0
2026-06-18 22:35:01.344954,71.47958272925291,36.494481522053555,0.2782217014448859,0
2026-06-18 22:40:01.344954,68.76070106222382,35.696806145201066,0.6585683339328373,0
2026-06-18 22:45:01.344954,73.54628230305808,29.18479922318633,0.5486125954092193,0
2026-06-18 22:50:01.344954,70.26712973812657,34.61538999847021,0.5917514433261302,0
2026-06-18 22:55:01.344954,76.63949785123178,42.65640059558099,0.37411737151660424,0
2026-06-18 23:00:01.344954,57.072362872446355,56.98758058842138,0.3975545127122359,0
2026-06-18 23:05:01.344954,56.56247728646413,53.8860461400171,0.18936650259939716,0
2026-06-18 23:10:01.344954,54.41138012775799,59.875154934365185,0.43562400285708225,0
2026-06-18 23:15:01.344954,57.783969635259,61.021197387352146,0.3361636025047634,0
2026-06-18 23:20:01.344954,56.06464073618463,57.168373633050486,0.45380365664659694,0
2026-06-18 23:25:01.344954,57.892521882670145,64.38786193488404,0.05,0
